HomeTeam,AwayTeam,FTR,AvgH,AvgD,AvgA,AvgMORE25,AvgCLESS25,FTHG,FTAG,HomeGoalsScoredHome,HomeGoalsConcededHome,AwayGoalsScoredAway,AwayGoalsConcededAway,APHH,APHA,APAH,APAA
Hamburg,RB Leipzig,A,4.0,3.6,1.91,1.86,1.96,0,2,1,0,0,2,3.0,3.0,3.0,0.0
Augsburg,FC Koln,H,2.38,3.3,3.1,2.15,1.7,3,0,2,2,0,1,1.0,0.0,0.0,0.0
Freiburg,Dortmund,D,7.5,5.0,1.4,1.59,2.35,0,0,0,0,3,0,1.0,0.0,3.0,3.0
Hoffenheim,Bayern Munich,H,7.0,4.5,1.45,1.44,2.74,2,0,1,0,2,0,3.0,1.0,3.0,3.0
Mainz,Leverkusen,H,3.0,3.4,2.38,1.77,2.05,3,1,0,1,1,3,0.0,0.0,1.0,0.0
M'gladbach,Ein Frankfurt,A,1.83,3.6,4.5,1.92,1.88,0,1,1,0,0,0,3.0,1.0,0.0,1.0
Wolfsburg,Hannover,D,1.83,3.6,4.5,2.02,1.8,1,1,0,3,1,0,0.0,3.0,3.0,3.0
Hertha,Werder Bremen,D,1.91,3.6,4.0,1.87,1.94,1,1,2,0,0,1,3.0,0.0,0.0,0.0
Schalke 04,Stuttgart,H,1.7,3.75,5.0,1.77,2.05,3,1,2,0,0,2,3.0,0.0,3.0,0.0
Hannover,Hamburg,H,1.95,3.5,4.0,2.07,1.76,2,0,1,0,3,1,3.0,2.0,1.5,3.0
Bayern Munich,Mainz,H,1.13,10.0,19.0,1.33,3.25,4,0,3,1,0,1,3.0,1.5,1.5,0.0
Ein Frankfurt,Augsburg,A,1.85,3.5,4.5,2.25,1.64,1,2,0,1,0,1,0.0,2.0,2.0,0.0
RB Leipzig,M'gladbach,D,1.67,3.8,5.5,1.67,2.19,2,2,4,1,2,2,3.0,1.5,1.5,1.0
Stuttgart,Wolfsburg,H,2.3,3.5,3.0,1.89,1.91,1,0,1,0,1,0,3.0,0.0,0.5,3.0
Werder Bremen,Schalke 04,A,2.8,3.5,2.5,1.8,2.01,1,2,0,2,0,1,0.0,0.5,3.0,0.0
Dortmund,FC Koln,H,1.22,6.0,13.0,1.43,2.77,5,0,2,0,0,4,3.0,2.0,0.0,0.0
Hoffenheim,Hertha,D,1.67,3.8,5.5,1.77,2.04,1,1,3,0,0,2,3.0,1.0,2.0,0.0
Leverkusen,Freiburg,H,1.45,4.5,7.0,1.56,2.4,4,0,2,2,1,4,1.0,0.0,1.0,0.0
Augsburg,RB Leipzig,H,3.5,3.5,2.1,1.89,1.91,1,0,5,2,2,2,2.0,1.5,2.0,1.5
M'gladbach,Stuttgart,H,1.7,3.8,5.0,1.64,2.24,2,0,1,1,1,5,1.5,1.0,3.0,0.0
Schalke 04,Bayern Munich,A,7.0,4.75,1.44,1.56,2.39,0,3,5,1,2,2,3.0,1.5,3.0,1.5
Wolfsburg,Werder Bremen,D,2.05,3.5,3.6,1.89,1.9,1,1,1,4,1,2,0.5,1.5,0.0,0.5
FC Koln,Ein Frankfurt,A,2.88,3.1,2.63,2.26,1.63,0,1,1,3,1,0,0.0,0.0,0.0,2.0
Freiburg,Hannover,D,2.8,3.25,2.6,2.12,1.72,1,1,0,0,2,1,1.0,0.0,3.0,2.0
